Date,Open,High,Low,Close,Adj Close,Volume
2005-01-18,141.500000,143.899994,140.050003,142.600006,102.635849,2081319
2005-01-19,142.250000,143.149994,141.199997,142.050003,102.239998,1371947
2005-01-20,140.500000,142.899994,140.300003,142.149994,102.311928,1627427
2005-01-24,141.199997,148.699997,141.199997,147.550003,106.198586,3124420
2005-01-25,147.399994,149.899994,146.550003,149.500000,107.602135,2277253
2005-01-27,149.699997,153.949997,148.500000,151.600006,109.113586,2910733
2005-01-28,151.600006,154.350006,151.050003,153.149994,110.229156,2494146
2005-01-31,154.000000,160.100006,153.149994,159.800003,115.015503,3439520
2005-02-01,161.000000,170.000000,158.000000,168.399994,121.205284,6434002
2005-02-02,168.800003,168.800003,163.500000,164.649994,118.506264,1946027
2005-02-03,167.000000,167.000000,162.000000,165.600006,119.190056,1127671
2005-02-04,169.800003,170.399994,165.100006,165.899994,119.405960,1812579
2005-02-07,167.000000,169.000000,161.500000,162.100006,116.670906,1278033
2005-02-08,162.199997,163.500000,158.600006,160.000000,115.159454,1015870
2005-02-09,161.000000,163.300003,158.500000,160.449997,115.483330,1918437
2005-02-10,160.949997,160.949997,153.000000,154.000000,110.840981,3552560
2005-02-11,155.000000,157.399994,150.000000,155.449997,111.884583,6326568
2005-02-14,156.699997,157.750000,150.649994,151.800003,109.257523,3459049
2005-02-15,151.949997,154.300003,151.050003,152.149994,109.509445,1546698
2005-02-16,153.000000,153.899994,143.050003,143.899994,103.571533,3291286
2005-02-17,144.949997,146.399994,143.949997,144.949997,104.327293,1555276
2005-02-18,146.000000,146.399994,143.100006,144.750000,104.183311,1640307
2005-02-21,146.699997,146.699997,142.000000,142.649994,102.671852,881403
2005-02-22,142.399994,146.500000,141.250000,145.449997,104.687149,2118307
2005-02-23,145.449997,146.699997,143.300003,143.899994,103.571533,1495692
2005-02-24,144.000000,145.250000,142.100006,142.750000,102.743820,3336610
2005-02-25,143.000000,144.949997,140.000000,140.550003,101.160370,1471282
2005-02-28,142.000000,146.000000,139.800003,144.050003,103.679489,2238275
2005-03-01,147.800003,147.800003,143.699997,146.199997,105.226936,2661077
2005-03-02,146.000000,147.399994,145.550003,146.850006,105.694801,1495034
2005-03-03,147.000000,151.699997,146.000000,150.300003,108.177917,2826124
2005-03-04,150.300003,151.600006,147.550003,149.800003,107.818054,2267144
2005-03-07,151.000000,151.000000,142.199997,144.949997,104.327293,8478558
2005-03-08,145.500000,146.899994,145.000000,146.050003,105.118973,1982425
2005-03-09,145.500000,146.750000,142.149994,144.149994,103.751465,1334137
2005-03-10,144.149994,146.100006,142.199997,144.149994,103.751465,1289779
2005-03-11,144.850006,145.250000,143.250000,143.649994,103.391571,784863
2005-03-14,142.000000,144.649994,134.300003,138.300003,99.540962,2452891
2005-03-15,139.000000,139.800003,135.100006,135.800003,97.741585,1889714
2005-03-16,136.500000,137.500000,135.000000,135.399994,97.453674,1266690
2005-03-17,136.000000,136.000000,133.250000,133.800003,96.302086,912463
2005-03-18,133.500000,134.350006,132.000000,133.649994,96.194122,940260
2005-03-21,134.000000,134.000000,129.699997,130.250000,93.746994,982920
2005-03-22,130.250000,132.500000,129.100006,130.800003,94.142868,2252475
2005-03-23,130.250000,134.500000,130.250000,133.649994,96.194122,2797087
2005-03-24,134.000000,137.500000,134.000000,134.699997,96.949852,2048634
2005-03-28,134.000000,136.350006,133.500000,134.850006,97.057793,1179440
2005-03-29,135.399994,137.000000,130.199997,131.250000,94.466721,951515
2005-03-30,132.199997,132.449997,129.199997,131.250000,94.466721,1283357
2005-03-31,131.250000,133.699997,130.850006,131.949997,94.970543,1986687
2005-04-01,132.449997,133.449997,130.500000,132.199997,95.150482,1466171
2005-04-04,133.399994,133.399994,130.500000,131.500000,94.646675,1485265
2005-04-05,132.000000,132.000000,129.000000,129.750000,93.387108,1815467
2005-04-06,131.800003,133.250000,129.800003,132.750000,95.546349,1245631
2005-04-07,133.250000,134.550003,131.199997,132.050003,95.042557,1970155
2005-04-08,131.550003,133.800003,131.500000,132.050003,95.042557,621206
2005-04-11,132.100006,132.649994,129.500000,130.000000,93.567070,561217
2005-04-12,130.649994,133.500000,129.500000,132.449997,95.330421,739026
2005-04-13,133.000000,135.600006,132.600006,134.949997,97.129799,1484503
2005-04-15,134.000000,134.500000,131.050003,132.250000,95.186470,1718251
2005-04-18,130.149994,132.699997,129.550003,130.100006,93.639061,635154
2005-04-19,130.149994,131.699997,125.500000,126.900002,91.335823,1201085
2005-04-20,127.000000,131.500000,126.099998,131.199997,94.430748,1777612
2005-04-21,131.500000,131.699997,129.500000,131.199997,94.430748,917904
2005-04-22,131.300003,132.899994,131.300003,132.199997,95.150482,1134706
2005-04-25,132.850006,134.800003,130.699997,133.750000,96.266083,1415787
2005-04-26,134.850006,139.399994,133.550003,137.750000,99.145081,2469997
